year,state,path,seats,child_seats_left,child_seats_right,equal_child_seats,unit_count,minimum_deviation_candidates,minimum_deviation_cut_candidates,minimum_deviation_cut_partitions,orientation_only_tie,physical_cut_opportunity,nrs_v0_2_fallback_activated,nrs_v0_3_fallback_activated,assignment_match,objective_match
2010,TX,1101,3,1,2,false,70546,1,1,1,false,false,false,false,true,true
2010,TX,1110,2,1,1,true,34320,2,2,1,true,false,false,false,true,true
2010,TX,1111,2,1,1,true,22977,2,2,1,true,false,false,false,true,true
2010,TX,root,36,18,18,true,914231,2,2,1,true,false,false,false,true,true
2010,TX,00000,2,1,1,true,93220,8,2,1,true,false,false,false,true,true
2010,TX,01010,2,1,1,true,73910,2,2,1,true,false,false,false,true,true
2010,TX,10111,2,1,1,true,58475,14,2,1,true,false,false,false,true,true
2010,TX,11011,2,1,1,true,42294,6,2,1,true,false,false,false,true,true
2010,UT,0,2,1,1,true,74897,12,2,1,true,false,false,false,true,true
2010,UT,1,2,1,1,true,40509,2,2,1,true,false,false,false,true,true
2010,UT,root,4,2,2,true,115406,2,2,1,true,false,false,false,true,true
2010,VA,0,6,3,3,true,116953,2,2,1,true,false,false,false,true,true
2010,VA,1,5,2,3,false,168809,1,1,1,false,false,false,false,true,true
2010,VA,00,3,1,2,false,50033,1,1,1,false,false,false,false,true,true
2010,VA,01,3,1,2,false,66920,1,1,1,false,false,false,false,true,true
2010,VA,10,2,1,1,true,56512,4,2,1,true,false,false,false,true,true
2010,VA,11,3,2,1,false,112297,1,1,1,false,false,false,false,true,true
2010,VA,001,2,1,1,true,16169,2,2,1,true,false,false,false,true,true
2010,VA,011,2,1,1,true,48364,4,2,1,true,false,false,false,true,true
2010,VA,110,2,1,1,true,57485,4,2,1,true,false,false,false,true,true
2010,VA,root,11,6,5,false,285762,1,1,1,false,false,false,false,true,true
2010,WA,0,5,3,2,false,89213,1,1,1,false,false,false,false,true,true
2010,WA,1,5,3,2,false,106361,1,1,1,false,false,false,false,true,true
2010,WA,00,3,1,2,false,63678,1,1,1,false,false,false,false,true,true
2010,WA,01,2,1,1,true,25535,2,2,1,true,false,false,false,true,true
2010,WA,10,3,1,2,false,63329,1,1,1,false,false,false,false,true,true
2010,WA,11,2,1,1,true,43032,2,2,1,true,false,false,false,true,true
2010,WA,001,2,1,1,true,25998,2,2,1,true,false,false,false,true,true
2010,WA,101,2,1,1,true,32424,2,2,1,true,false,false,false,true,true
2010,WA,root,10,5,5,true,195574,2,2,1,true,false,false,false,true,true
2010,WI,0,4,2,2,true,172004,2,2,1,true,false,false,false,true,true
2010,WI,1,4,2,2,true,81092,2,2,1,true,false,false,false,true,true
2010,WI,00,2,1,1,true,76365,2,2,1,true,false,false,false,true,true
2010,WI,01,2,1,1,true,95639,2,2,1,true,false,false,false,true,true
2010,WI,10,2,1,1,true,37320,4,2,1,true,false,false,false,true,true
2010,WI,11,2,1,1,true,43772,2,2,1,true,false,false,false,true,true
2010,WI,root,8,4,4,true,253096,2,2,1,true,false,false,false,true,true
2010,WV,0,2,1,1,true,96997,2,2,1,true,false,false,false,true,true
2010,WV,root,3,2,1,false,135218,1,1,1,false,false,false,false,true,true
